date,close
2012-07-02,85.804
2012-07-03,86.669
2012-07-04,88.307
2012-07-05,90.037
2012-07-06,89.855
2012-07-09,85.486
2012-07-10,85.576
2012-07-11,84.393
2012-07-12,86.032
2012-07-13,88.307
2012-07-16,87.807
2012-07-17,84.302
2012-07-18,83.756
2012-07-19,85.212
2012-07-20,85.576
2012-07-23,81.024
2012-07-24,81.024
2012-07-25,79.249
2012-07-26,81.024
2012-07-27,80.797
2012-07-30,82.39
2012-07-31,85.121
2012-08-01,83.756
2012-08-02,83.482
2012-08-03,85.44
2012-08-06,84.939
2012-08-07,84.939
2012-08-08,83.528
2012-08-09,84.21
2012-08-10,83.756
2012-08-13,83.528
2012-08-14,83.756
2012-08-16,83.756
2012-08-17,82.845
2012-08-20,81.161
2012-08-21,80.205
2012-08-22,80.205
2012-08-23,81.479
2012-08-24,83.301
2012-08-27,83.118
2012-08-28,81.935
2012-08-29,79.294
2012-08-30,79.659
2012-08-31,79.932
2012-09-03,79.204
2012-09-04,78.293
2012-09-05,76.473
2012-09-06,78.612
2012-09-07,80.114
2012-09-10,79.978
2012-09-11,81.024
2012-09-12,82.526
2012-09-13,81.753
2012-09-14,87.761
2012-09-17,87.852
2012-09-18,90.129
2012-09-19,91.949
2012-09-20,88.398
2012-09-21,88.307
2012-09-24,86.578
2012-09-25,85.121
2012-09-26,82.845
2012-09-27,84.12
2012-09-28,83.163
2012-10-01,86.032
2012-10-02,85.121
2012-10-03,84.666
2012-10-04,84.666
2012-10-05,85.576
2012-10-08,84.439
2012-10-09,84.074
2012-10-10,82.299
2012-10-11,82.071
2012-10-12,82.481
2012-10-15,82.117
2012-10-16,82.208
2012-10-17,80.842
2012-10-18,81.935
2012-10-19,79.932
2012-10-22,79.204
2012-10-23,77.019
2012-10-24,76.792
2012-10-25,78.293
2012-10-26,77.338
2012-10-29,77.792
2012-10-30,77.884
2012-10-31,79.022
2012-11-02,78.476
2012-11-05,77.701
2012-11-06,78.385
2012-11-07,78.293
2012-11-08,79.204
2012-11-09,76.382
2012-11-12,77.11
2012-11-13,76.063
2012-11-14,75.38
2012-11-15,76.245
2012-11-16,75.516
2012-11-19,75.926
2012-11-20,76.837
2012-11-21,76.563
2012-11-22,77.292
2012-11-23,77.975
2012-11-26,78.157
2012-11-27,78.293
2012-11-28,76.473
2012-11-29,77.474
2012-11-30,79.614
2012-12-03,79.932
2012-12-04,81.844
2012-12-05,83.118
2012-12-06,81.479
2012-12-07,78.748
2012-12-10,79.432
2012-12-11,80.979
2012-12-12,82.481
2012-12-13,82.39
2012-12-14,81.935
2012-12-17,81.479
2012-12-18,81.844
2012-12-19,83.801
2012-12-20,83.301
2012-12-21,83.892
2012-12-27,84.029
2012-12-28,84.12
2013-01-02,86.123
2013-01-03,87.761
2013-01-04,87.215
2013-01-07,86.851
2013-01-08,85.121
2013-01-09,85.303
2013-01-10,86.032
2013-01-11,85.941
2013-01-14,87.579
2013-01-15,86.442
2013-01-16,83.392
2013-01-17,83.301
2013-01-18,84.439
2013-01-21,85.395
2013-01-22,85.212
2013-01-23,84.939
2013-01-24,85.44
2013-01-25,84.666
2013-01-28,84.029
2013-01-29,83.301
2013-01-30,83.938
2013-01-31,85.576
2013-02-01,84.894
2013-02-04,83.21
2013-02-05,82.845
2013-02-06,82.117
2013-02-07,83.482
2013-02-08,85.03
2013-02-11,85.486
2013-02-12,85.531
2013-02-13,85.622
