date,close
2011-07-01,1.44
2011-07-04,1.47
2011-07-05,1.43
2011-07-06,1.44
2011-07-07,1.48
2011-07-08,1.5
2011-07-11,1.51
2011-07-12,1.5
2011-07-13,1.48
2011-07-14,1.46
2011-07-15,1.45
2011-07-18,1.39
2011-07-19,1.35
2011-07-20,1.37
2011-07-21,1.37
2011-07-22,1.4
2011-07-25,1.39
2011-07-26,1.38
2011-07-27,1.36
2011-07-28,1.37
2011-07-29,1.36
2011-08-01,1.35
2011-08-02,1.32
2011-08-03,1.17
2011-08-04,1.0
2011-08-05,0.97
2011-08-08,0.89
2011-08-09,0.85
2011-08-10,0.85
2011-08-11,0.94
2011-08-12,1.0
2011-08-16,1.03
2011-08-17,1.05
2011-08-18,0.9
2011-08-19,0.93
2011-08-22,0.97
2011-08-23,0.98
2011-08-24,0.98
2011-08-25,0.97
2011-08-26,0.97
2011-08-29,0.98
2011-08-30,1.01
2011-08-31,1.0
2011-09-01,0.97
2011-09-02,0.92
2011-09-05,0.85
2011-09-06,0.88
2011-09-07,0.93
2011-09-08,0.91
2011-09-09,0.88
2011-09-12,0.83
2011-09-13,0.86
2011-09-14,0.84
2011-09-15,0.89
2011-09-16,0.91
2011-09-19,0.9
2011-09-20,0.92
2011-09-21,0.9
2011-09-22,0.82
2011-09-23,0.83
2011-09-26,0.84
2011-09-27,0.85
2011-09-28,0.83
2011-09-29,0.83
2011-09-30,0.81
2011-10-03,0.8
2011-10-04,0.76
2011-10-05,0.77
2011-10-06,0.78
2011-10-07,0.8
2011-10-10,0.85
2011-10-11,0.85
2011-10-12,0.86
2011-10-13,0.85
2011-10-14,0.86
2011-10-17,0.84
2011-10-18,0.85
2011-10-19,0.85
2011-10-20,0.82
2011-10-21,0.85
2011-10-24,0.84
2011-10-25,0.83
2011-10-26,0.82
2011-10-27,0.9
2011-10-28,0.89
2011-10-31,0.87
2011-11-02,0.86
2011-11-03,0.87
2011-11-04,0.89
2011-11-07,0.96
2011-11-08,0.97
2011-11-09,0.91
2011-11-10,0.91
2011-11-14,0.94
2011-11-15,0.87
2011-11-16,0.87
2011-11-17,0.87
2011-11-18,0.83
2011-11-21,0.8
2011-11-22,0.82
2011-11-23,0.83
2011-11-24,0.84
2011-11-25,0.81
2011-11-28,0.83
2011-11-29,0.82
2011-11-30,0.81
2011-12-01,0.84
2011-12-02,0.85
2011-12-05,0.86
2011-12-06,0.82
2011-12-07,0.83
2011-12-08,0.8
2011-12-09,0.82
2011-12-12,0.81
2011-12-13,0.81
2011-12-14,0.79
2011-12-15,0.78
2011-12-16,0.79
2011-12-19,0.77
2011-12-20,0.77
2011-12-21,0.76
2011-12-22,0.76
2011-12-23,0.75
2011-12-27,0.73
2011-12-28,0.71
2011-12-29,0.71
2011-12-30,0.71
2012-01-02,0.75
2012-01-03,0.75
2012-01-04,0.74
2012-01-05,0.73
2012-01-09,0.71
2012-01-10,0.74
2012-01-11,0.73
2012-01-12,0.74
2012-01-13,0.74
2012-01-16,0.75
2012-01-17,0.79
2012-01-18,0.78
2012-01-19,0.82
2012-01-20,0.81
2012-01-23,0.79
2012-01-24,0.77
2012-01-25,0.82
2012-01-26,0.83
2012-01-27,0.84
2012-01-30,0.81
2012-01-31,0.83
2012-02-01,0.83
2012-02-02,0.85
2012-02-03,0.85
2012-02-06,0.86
2012-02-07,0.84
2012-02-08,0.85
2012-02-09,0.83
2012-02-10,0.82
2012-02-13,0.83
2012-02-14,0.84
2012-02-15,0.9
2012-02-16,0.87
2012-02-17,0.91
2012-02-20,0.91
2012-02-21,0.92
2012-02-22,0.9
2012-02-23,0.88
2012-02-24,0.9
2012-02-27,0.88
2012-02-28,0.87
2012-02-29,0.91
2012-03-01,0.92
2012-03-02,0.93
2012-03-05,0.9
2012-03-06,0.85
2012-03-07,0.87
2012-03-08,0.89
2012-03-09,0.88
2012-03-12,0.87
2012-03-13,0.87
2012-03-14,0.87
2012-03-15,0.86
2012-03-16,0.86
2012-03-19,0.87
2012-03-20,0.86
2012-03-21,0.85
2012-03-22,0.82
2012-03-23,0.82
2012-03-26,0.83
2012-03-27,0.85
