date,close
2011-07-01,3380.39
2011-07-04,3458.87
2011-07-05,3480.5
2011-07-06,3534.05
2011-07-07,3542.53
2011-07-08,3552.85
2011-07-11,3468.28
2011-07-12,3412.34
2011-07-13,3454.16
2011-07-14,3441.01
2011-07-15,3505.39
2011-07-18,3477.67
2011-07-19,3469.68
2011-07-20,3486.61
2011-07-21,3515.27
2011-07-22,3528.89
2011-07-25,3522.79
2011-07-26,3478.61
2011-07-27,3421.28
2011-07-28,3411.87
2011-07-29,3524.67
2011-08-01,3477.67
2011-08-02,3505.87
2011-08-03,3495.99
2011-08-04,3490.83
2011-08-05,3392.14
2011-08-08,3261.49
2011-08-09,3242.69
2011-08-10,3101.7
2011-08-11,3101.7
2011-08-12,3233.3
2011-08-15,3259.61
2011-08-16,3195.69
2011-08-17,3364.88
2011-08-18,3364.88
2011-08-19,3289.68
2011-08-22,3363.94
2011-08-23,3289.68
2011-08-24,3248.32
2011-08-25,3195.69
2011-08-26,3167.5
2011-08-29,3254.45
2011-08-30,3214.5
2011-08-31,3287.81
2011-09-01,3269.96
2011-09-02,3339.51
2011-09-05,3261.49
2011-09-06,3233.3
2011-09-07,3289.68
2011-09-08,3288.75
2011-09-09,3209.79
2011-09-12,3054.71
2011-09-13,3084.79
2011-09-14,3109.23
2011-09-15,3186.3
2011-09-16,3147.29
2011-09-19,3045.31
2011-09-20,3022.76
2011-09-21,3064.12
2011-09-22,2844.65
2011-09-23,2800.94
2011-09-26,2744.53
2011-09-27,2783.08
2011-09-28,2800.94
2011-09-29,2775.09
2011-09-30,2815.03
2011-10-03,2852.63
2011-10-04,2904.32
2011-10-05,3176.89
2011-10-06,3138.36
2011-10-07,3026.51
2011-10-10,3108.75
2011-10-11,3223.9
2011-10-12,3325.41
2011-10-13,3364.41
2011-10-14,3355.48
2011-10-17,3383.68
2011-10-18,3458.87
2011-10-19,3355.48
2011-10-20,3299.09
2011-10-21,3350.78
2011-10-24,3341.39
2011-10-25,3381.8
2011-10-26,3317.41
2011-10-27,3350.78
2011-10-28,3346.55
2011-11-02,3355.01
2011-11-03,3317.88
2011-11-04,3328.23
2011-11-07,3289.68
2011-11-08,3313.19
2011-11-09,3346.09
2011-11-10,3364.88
2011-11-11,3411.87
2011-11-14,3410.94
2011-11-15,3402.47
2011-11-16,3420.79
2011-11-17,3395.89
2011-11-18,3323.05
2011-11-21,3308.49
2011-11-22,3252.1
2011-11-23,3279.35
2011-11-24,3242.69
2011-11-25,3242.69
2011-11-28,3232.82
2011-11-29,3195.69
2011-11-30,3195.69
2011-12-01,3186.3
2011-12-02,3228.6
2011-12-05,3205.56
2011-12-06,3232.35
2011-12-07,3135.55
2011-12-08,3223.9
2011-12-09,3195.69
2011-12-12,3260.55
2011-12-13,3231.42
2011-12-14,3195.69
2011-12-15,3242.69
2011-12-16,3299.09
2011-12-19,3317.41
2011-12-20,3363.94
2011-12-21,3392.14
2011-12-22,3289.68
2011-12-23,3360.18
2011-12-27,3288.75
2011-12-28,3222.95
2011-12-29,3265.71
2011-12-30,3214.5
2012-01-02,3228.6
2012-01-03,3284.98
2012-01-04,3408.58
2012-01-05,3336.69
2012-01-06,3299.09
2012-01-09,3374.28
2012-01-10,3364.88
2012-01-11,3304.74
2012-01-12,3337.63
2012-01-13,3374.28
2012-01-16,3374.28
2012-01-17,3429.74
2012-01-18,3486.61
2012-01-19,3435.38
2012-01-20,3477.67
2012-01-23,3449.47
2012-01-24,3402.47
2012-01-25,3385.56
2012-01-26,3435.38
2012-01-27,3440.06
2012-01-30,3496.48
2012-01-31,3477.67
2012-02-01,3472.96
2012-02-02,3599.86
2012-02-03,3651.56
2012-02-06,3698.56
2012-02-07,3628.52
2012-02-08,3665.19
2012-02-09,3660.96
2012-02-10,3491.77
2012-02-13,3570.25
2012-02-14,3587.63
2012-02-15,3562.25
2012-02-16,3525.14
2012-02-17,3570.72
2012-02-20,3571.66
2012-02-21,3587.63
2012-02-22,3571.66
2012-02-23,3571.66
2012-02-24,3571.66
2012-02-27,3571.66
2012-02-28,3675.52
2012-02-29,3656.25
2012-03-01,3628.06
2012-03-02,3649.67
2012-03-05,3553.34
2012-03-06,3523.25
2012-03-07,3510.58
2012-03-08,3509.16
2012-03-09,3477.67
2012-03-12,3464.52
2012-03-13,3519.97
2012-03-14,3614.42
2012-03-19,3618.66
2012-03-20,3573.55
2012-03-21,3628.06
2012-03-22,3627.12
2012-03-23,3662.36
2012-03-26,3614.42
2012-03-27,3487.07
2012-03-28,3496.48
2012-03-29,3494.11
2012-03-30,3559.44
2012-04-02,3540.64
2012-04-03,3496.48
2012-04-04,3496.48
2012-04-05,3477.67
2012-04-10,3455.12
2012-04-11,3477.67
2012-04-12,3468.28
2012-04-13,3458.87
2012-04-16,3496.48
2012-04-17,3487.07
2012-04-18,3514.79
2012-04-19,3484.26
2012-04-20,3457.46
2012-04-23,3477.67
2012-04-24,3476.72
2012-04-25,3477.67
2012-04-26,3463.57
2012-04-27,3523.25
2012-05-02,3432.55
2012-05-03,3456.53
2012-05-04,3496.48
2012-05-07,3519.97
2012-05-08,3468.28
2012-05-09,3393.55
2012-05-10,3450.89
2012-05-11,3403.42
2012-05-14,3355.95
2012-05-15,3327.29
2012-05-16,3365.36
2012-05-17,3355.95
2012-05-18,3440.06
2012-05-21,3430.68
2012-05-22,3425.98
2012-05-23,3383.68
2012-05-24,3341.39
2012-05-25,3317.88
2012-05-29,3350.78
2012-05-30,3289.68
2012-05-31,3355.48
2012-06-01,3421.28
2012-06-04,3454.16
2012-06-05,3430.68
2012-06-06,3477.67
2012-06-07,3454.16
2012-06-08,3477.67
2012-06-11,3407.18
2012-06-12,3429.74
2012-06-13,3383.68
2012-06-14,3407.65
2012-06-15,3430.68
2012-06-18,3431.61
2012-06-19,3477.67
2012-06-20,3477.67
2012-06-21,3434.44
2012-06-22,3430.68
2012-06-25,3477.21
2012-06-26,3468.28
2012-06-27,3537.36
2012-06-28,3496.48
2012-06-29,3496.48
2012-07-02,3487.07
2012-07-03,3487.07
2012-07-04,3428.79
2012-07-05,3467.8
2012-07-06,3430.68
2012-07-09,3477.67
2012-07-10,3445.72
2012-07-11,3477.67
2012-07-12,3435.38
2012-07-13,3440.06
2012-07-16,3464.04
2012-07-17,3477.67
2012-07-18,3477.21
2012-07-19,3477.67
2012-07-20,3477.67
2012-07-23,3515.27
2012-07-24,3534.05
2012-07-25,3524.67
2012-07-26,3544.87
2012-07-27,3664.71
2012-07-30,3665.65
2012-07-31,3646.85
2012-08-01,3696.67
2012-08-02,3647.33
2012-08-03,3703.25
2012-08-06,3731.45
2012-08-07,3696.2
2012-08-08,3730.5
2012-08-09,3746.01
2012-08-10,3797.22
2012-08-13,3745.55
2012-08-14,3744.6
2012-08-15,3787.37
2012-08-16,3786.9
2012-08-17,3761.99
2012-08-21,3756.36
2012-08-22,3722.04
2012-08-23,3702.77
2012-08-24,3726.74
2012-08-27,3749.3
2012-08-28,3676.0
2012-08-29,3642.15
2012-08-30,3576.36
2012-08-31,3618.66
2012-09-03,3673.64
2012-09-04,3730.5
2012-09-05,3740.85
2012-09-06,3707.95
2012-09-07,3684.45
2012-09-10,3660.96
2012-09-11,3665.65
2012-09-12,3712.64
2012-09-13,3660.48
2012-09-14,3694.79
2012-09-17,3659.06
2012-09-18,3723.93
2012-09-19,3703.25
2012-09-20,3726.29
2012-09-21,3714.99
2012-09-24,3683.04
2012-09-25,3675.04
2012-09-26,3603.14
2012-09-27,3596.57
2012-09-28,3646.85
2012-10-01,3671.29
2012-10-02,3667.06
2012-10-03,3711.72
2012-10-04,3649.67
2012-10-05,3670.35
2012-10-08,3651.56
2012-10-09,3656.25
2012-10-10,3657.2
2012-10-11,3663.3
2012-10-12,3711.23
2012-10-15,3703.25
2012-10-16,3745.08
2012-10-17,3844.23
2012-10-18,3806.63
2012-10-19,3813.22
2012-10-24,3797.22
2012-10-25,3830.13
2012-10-26,3816.03
2012-10-29,3816.03
2012-10-30,3816.03
2012-10-31,3832.96
2012-11-05,3788.31
2012-11-06,3784.07
2012-11-07,3788.77
2012-11-08,3879.96
2012-11-09,3853.64
2012-11-12,3778.45
2012-11-13,3741.31
2012-11-14,3817.44
2012-11-15,3609.26
2012-11-16,3477.67
2012-11-19,3458.4
2012-11-20,3505.87
2012-11-21,3560.39
2012-11-22,3472.96
2012-11-23,3449.47
2012-11-26,3440.55
2012-11-27,3342.31
2012-11-28,3334.8
2012-11-29,3348.43
2012-11-30,3336.69
2012-12-03,3430.68
2012-12-04,3404.36
2012-12-05,3355.48
2012-12-06,3350.78
2012-12-07,3400.6
2012-12-10,3394.48
2012-12-11,3346.55
2012-12-12,3355.01
2012-12-13,3354.54
2012-12-14,3338.1
2012-12-17,3366.76
2012-12-18,3402.47
2012-12-19,3411.87
2012-12-20,3417.52
2012-12-21,3421.28
2012-12-27,3383.68
2012-12-28,3403.42
2013-01-02,3456.99
2013-01-03,3492.71
2013-01-04,3542.99
2013-01-07,3566.96
2013-01-08,3531.25
2013-01-09,3538.76
2013-01-10,3544.4
2013-01-11,3564.15
2013-01-14,3548.64
2013-01-15,3487.07
2013-01-16,3487.07
2013-01-17,3482.84
2013-01-18,3519.97
2013-01-21,3524.67
2013-01-22,3499.77
2013-01-23,3496.48
2013-01-24,3468.28
2013-01-25,3515.27
2013-01-28,3501.17
2013-01-29,3496.48
2013-01-30,3496.48
2013-01-31,3493.18
2013-02-01,3458.87
2013-02-04,3451.35
2013-02-05,3523.72
2013-02-06,3510.58
2013-02-07,3486.12
2013-02-08,3477.67
2013-02-11,3411.87
2013-02-12,3324.94
2013-02-13,3289.68
2013-02-14,3215.91
2013-02-15,3240.81
2013-02-18,3252.1
2013-02-19,3322.58
2013-02-20,3320.71
2013-02-21,3294.39
2013-02-22,3266.19
2013-02-25,3301.44
2013-02-26,3271.37
2013-02-27,3244.57
2013-02-28,3252.1
2013-03-01,3270.88
2013-03-04,3242.69
2013-03-05,3228.6
2013-03-06,3248.32
2013-03-07,3270.88
2013-03-08,3261.49
2013-03-11,3289.68
2013-03-12,3247.4
2013-03-13,3190.53
2013-03-14,3167.5
2013-03-18,3134.13
2013-03-19,3132.71
2013-03-20,3144.01
2013-03-21,3176.89
2013-03-22,3144.01
2013-03-25,3140.24
2013-03-26,3134.6
2013-03-27,3124.25
2013-03-28,3121.91
2013-04-02,3184.42
2013-04-03,3233.3
2013-04-04,3242.69
2013-04-05,3228.6
2013-04-08,3209.79
2013-04-09,3214.5
2013-04-10,3223.9
2013-04-11,3219.66
2013-04-12,3200.39
2013-04-15,3214.5
2013-04-16,3209.79
2013-04-17,3191.0
2013-04-18,3129.89
2013-04-19,3166.56
2013-04-22,3121.45
2013-04-23,3058.95
2013-04-24,3056.58
2013-04-25,3139.3
2013-04-26,3148.22
2013-04-29,3158.1
2013-04-30,3172.19
2013-05-02,3214.5
2013-05-03,3185.83
2013-05-06,3212.61
2013-05-07,3222.95
2013-05-08,3209.79
2013-05-09,3176.89
2013-05-10,3197.57
2013-05-13,3186.3
2013-05-14,3194.28
2013-05-15,3195.69
2013-05-16,3241.76
2013-05-17,3206.04
2013-05-21,3233.3
2013-05-22,3317.88
2013-05-23,3280.28
2013-05-24,3374.28
2013-05-27,3360.18
2013-05-28,3350.78
2013-05-29,3334.8
2013-05-30,3327.29
2013-05-31,3343.26
2013-06-03,3369.58
2013-06-04,3352.2
2013-06-05,3359.7
2013-06-06,3270.88
2013-06-07,3343.26
2013-06-10,3324.94
2013-06-11,3303.78
2013-06-12,3345.61
2013-06-13,3346.09
2013-06-14,3364.88
2013-06-17,3295.33
2013-06-18,3289.68
2013-06-19,3262.43
2013-06-20,3241.76
2013-06-21,3270.88
2013-06-24,3232.82
2013-06-25,3167.5
2013-06-26,3195.69
2013-06-27,3195.69
2013-06-28,3191.0
2013-07-01,3218.25
2013-07-02,3223.9
2013-07-03,3190.05
2013-07-04,3279.35
2013-07-05,3322.58
2013-07-08,3338.55
